iter	RMSE
553	0.0006128552393
554	0.0006112298384
555	0.0006109158626
556	0.0006093968645
557	0.000609035415
558	0.0006086839979
559	0.0006080008287
560	0.0006063743244
561	0.0006051948996
562	0.000604838034
563	0.0006041992142
564	0.0006033913798
565	0.0006022072375
566	0.000601180817
567	0.0006005292957
568	0.0005995002433
569	0.0005988500983
570	0.0005977460785
571	0.0005971020667
572	0.0005961508391
573	0.0005948957173
574	0.0005942342557
575	0.0005938918292
576	0.0005925367873
577	0.0005915835242
578	0.0005911829455
579	0.0005908568634
580	0.0005898403605
581	0.0005887585719
582	0.0005878879889
583	0.0005876637279
584	0.0005873587672
585	0.0005862263354
586	0.000585930385
587	0.0005854215793
588	0.0005849701881
589	0.0005842950062
590	0.0005832127135
591	0.0005830039364
592	0.000582192485
593	0.0005816075726
594	0.0005804600738
595	0.0005801810512
596	0.0005790018379
597	0.0005781337009
598	0.0005773825453
599	0.0005764473838
600	0.0005756501251
601	0.0005748187171
602	0.0005742569434
603	0.0005735293227
604	0.0005723547599
605	0.0005712713486
606	0.0005704340996
607	0.0005697790256
608	0.00056913933
609	0.00056732252
610	0.0005671213433
611	0.0005668928031
612	0.0005658837555
613	0.000565167944
614	0.0005646092398
615	0.0005642726261
616	0.0005639479556
617	0.0005633698172
618	0.0005630594773
619	0.0005624459263
620	0.0005617446639
621	0.0005607953419
622	0.0005597231076
623	0.0005586966102
624	0.0005577635868
625	0.0005575159336
626	0.0005557814884
627	0.0005556053254
628	0.0005544945761
629	0.0005537139824
630	0.0005519121872
631	0.0005511244474
632	0.0005503987701
633	0.0005501636946
634	0.0005492839526
635	0.0005490361758
636	0.000548770778
637	0.0005479534316
638	0.0005476660277
639	0.0005469476652
640	0.0005458149419
641	0.0005449675185
642	0.0005434833645
643	0.0005424226369
644	0.0005420207847
645	0.0005412683788
646	0.0005398611943
647	0.0005387600087
648	0.0005378856963
649	0.0005369632989
650	0.0005359075337
651	0.000535491153
652	0.0005348651819
653	0.0005336272764
654	0.0005331250024
655	0.0005329909704
656	0.0005325285238
657	0.000531830456
658	0.0005309675328
659	0.0005306479928
660	0.0005304318553
661	0.0005292845404
662	0.0005280836916
663	0.0005270521611
664	0.0005262567396
665	0.0005257787961
666	0.0005247088005
667	0.0005238499528
668	0.0005228067669
669	0.0005223548653
670	0.0005217524824
671	0.0005215650108
672	0.0005208943548
673	0.0005198404287
674	0.0005192630152
675	0.0005180121261
676	0.0005172681769
677	0.0005164222012
678	0.0005153717298
679	0.000514959635
680	0.0005141333347
681	0.0005137134836
682	0.0005133457633
683	0.0005122374697
684	0.0005115017659
685	0.0005112663847
686	0.0005111031122
687	0.0005109097409
688	0.0005099287434
689	0.0005092435835
690	0.0005083498838
691	0.0005075686997
692	0.0005067167031
693	0.0005061856727
694	0.0005059950064
695	0.0005054529114
696	0.0005044581901
697	0.000503658131
698	0.0005032446655
699	0.0005020701022
700	0.0005015382282
701	0.0005005702218
702	0.00049990822
703	0.0004992103328
704	0.0004979664407
705	0.0004969142575
706	0.0004956922638
707	0.0004955119913
708	0.000494826123
709	0.0004946603738
710	0.0004940306696
711	0.0004934951328
712	0.0004929895521
713	0.0004927628146
714	0.0004921488391
715	0.0004916542879
716	0.0004909793902
717	0.0004904723115
718	0.0004899855303
719	0.0004897676851
720	0.0004890255755
721	0.0004883280165
722	0.000487214937
723	0.0004860859626
724	0.0004854737262
725	0.000485191542
726	0.0004843661126
727	0.0004837029797
728	0.0004833316459
729	0.000482514928
730	0.0004811898501
731	0.0004805018561
732	0.0004798546942
733	0.0004790943472
734	0.0004789052719
735	0.0004784704074
736	0.0004779081501
737	0.0004775567928
738	0.0004765536378
739	0.0004754763206
740	0.0004744699134
741	0.0004738811155
742	0.0004733517725
743	0.0004731966238
744	0.0004726041152
745	0.0004721050487
746	0.0004715192478
747	0.0004706488196
748	0.0004701392436
749	0.0004697148672
750	0.0004695052566
751	0.000468699244
752	0.0004685444342
753	0.0004676603469
754	0.0004671952788
755	0.0004670634613
756	0.0004663485206
757	0.0004658761002
758	0.0004654333973
759	0.0004652104613
760	0.0004650728878
761	0.0004647862494
762	0.0004640740527
763	0.0004630442571
764	0.0004628234246
765	0.0004622234145
766	0.000462068684
767	0.000461705219
768	0.0004610379742
769	0.0004601574315
770	0.0004594750161
771	0.000459077579
772	0.0004588301307
773	0.0004582164889
774	0.0004577881511
775	0.0004570223204
776	0.0004559724098
777	0.00045579632
778	0.0004550913174
779	0.0004539747003
780	0.000453790476
781	0.0004533231608
782	0.0004529872623
783	0.0004527248249
784	0.0004521677785
785	0.0004515055721
786	0.0004512325535
787	0.0004508656324
788	0.0004507287604
789	0.000450539865
790	0.0004497203123
791	0.0004495364193
792	0.0004487071095
793	0.0004482117112
794	0.0004475353715
795	0.000447135941
796	0.0004466416904
797	0.0004458862377
798	0.0004454897298
799	0.0004448534129
800	0.0004443260413
801	0.0004430150423
802	0.0004425355547
803	0.0004421622968
804	0.0004420233622
805	0.0004412179397
806	0.0004406719474
807	0.0004396478637
808	0.0004392508518
809	0.0004383766746
810	0.0004379530608
811	0.0004369233365
812	0.0004357087087
813	0.0004352501309
814	0.0004351383694
815	0.0004349839865
816	0.0004343971578
817	0.0004340277205
818	0.0004334658361
819	0.0004324519793
820	0.0004315884779
821	0.0004311360914
822	0.0004303951434
823	0.0004298112173
824	0.0004297159512
825	0.0004293254408
826	0.0004290383882
827	0.000428639171
828	0.0004281562979
829	0.0004279039269
830	0.0004274763484
831	0.0004273197376
832	0.0004266555482
833	0.0004260663218
834	0.0004254333022
835	0.0004252609715
836	0.0004251836561
837	0.000425025367
838	0.0004247023581
839	0.0004237027076
840	0.0004231410705
841	0.0004223438971
842	0.0004220245002
843	0.0004214487793
844	0.0004208729265
845	0.000420508796
846	0.0004200876229
847	0.0004195663603
848	0.0004194696578
849	0.0004193287934
850	0.000419172744
851	0.0004186304176
852	0.000418273536
853	0.0004174212685
854	0.0004172734681
855	0.0004169061515
856	0.0004164398428
857	0.000415945853
858	0.0004156111107
859	0.0004151888704
860	0.0004147734804
861	0.0004142954413
862	0.0004141459657
863	0.0004136274705
864	0.0004126559307
865	0.000412487313
866	0.0004120440148
867	0.0004114849949
868	0.0004109794022
869	0.000410009813
870	0.00040937119
871	0.0004090165781
872	0.000408650065
873	0.000408398403
874	0.0004076791403
875	0.0004074721895
876	0.000406948639
877	0.0004066325082
878	0.0004060468339
879	0.0004054199192
880	0.0004050452506
881	0.0004043142514
882	0.000403457198
883	0.0004032047036
884	0.0004027397105
885	0.0004023583431
886	0.0004016359673
887	0.0004011502739
888	0.0004006610664
889	0.0004002790824
890	0.0003998544894
891	0.0003994715615
892	0.000398793445
893	0.00039836371
894	0.0003979991658
895	0.0003974600929
896	0.0003966856589
897	0.0003961107354
898	0.0003954266764
899	0.0003949728182
900	0.0003944933623
901	0.0003938023337
902	0.0003930777771
903	0.0003925054737
904	0.0003920930684
905	0.0003914413327
906	0.0003909932496
907	0.0003908598339
908	0.0003905198899
909	0.0003901051089
910	0.0003895184981
911	0.0003888976913
912	0.0003888244759
913	0.0003882470813
914	0.0003875743786
915	0.0003869760671
916	0.000386578508
917	0.0003858885267
918	0.0003854271851
919	0.0003851780384
920	0.0003844411603
921	0.0003841541636
922	0.0003839121521
923	0.0003835744512
924	0.0003831869745
925	0.0003825386789
926	0.0003824053136
927	0.0003816380734
928	0.000381540248
929	0.0003810027115
930	0.0003808158499
931	0.0003805408382
932	0.0003797211926
933	0.0003790751755
934	0.0003787662483
935	0.0003783398303
936	0.0003778798528
937	0.0003772582541
938	0.0003768315407
939	0.0003762345919
940	0.000375539999
941	0.0003750652525
942	0.0003746425859
943	0.0003742275885
944	0.0003737908587
945	0.0003734131916
946	0.0003730039652
947	0.0003728541159
948	0.000372452823
949	0.0003719215333
950	0.000370972752
951	0.0003702840506
952	0.0003699894143
953	0.0003696507945
954	0.0003692016163
955	0.000368801209
956	0.0003685521796
957	0.0003679766995
958	0.0003675325901
959	0.000367412736
960	0.0003673428934
961	0.0003670101235
962	0.0003665269096
963	0.0003661948063
964	0.000365424929
965	0.00036496596
966	0.000364656373
967	0.0003645428299
968	0.0003640344873
969	0.0003636508406
970	0.0003630953123
971	0.0003627879247
972	0.0003624910129
973	0.0003622393146
974	0.0003618987342
975	0.0003611920257
976	0.0003608327279
977	0.0003605764365
978	0.0003602760991
979	0.00036016488
980	0.0003596970166
981	0.0003595432743
982	0.0003592660088
983	0.0003590215831
984	0.000358841594
985	0.000358374448
986	0.0003576363342
987	0.0003575443887
988	0.000357005788
989	0.0003566432696
990	0.0003563356313
991	0.0003556506716
992	0.0003553674849
993	0.0003551768561
994	0.0003548321194
995	0.000354398821
996	0.0003540167575
997	0.0003534654743
998	0.0003529968647
999	0.000352650986
